contrast,ori,lefttarget,righttarget,postcue,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left.started,noise_right.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left.stopped,noise_right.stopped,key_resp.started,postcue_2.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
29.4,45,1,1,-1,1,0,0,0,347,41.159519399981946,41.159519399981946,41.63771209993865,41.70443109993357,41.76351079996675,41.76351079996675,41.76351079996675,41.76351079996675,41.80491459998302,41.80491459998302,41.80491459998302,41.80491459998302,41.80491459998302,41.80491459998302,41.82160779996775,41.82160779996775,41.82160779996775,41.82160779996775,num_1,2.675039399997331,44.52408020000439,44.52408020000439,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,45,0,0,-1,0,0,1,1,7,44.52408020000439,44.52408020000439,45.0247349999845,45.09144440002274,45.141484900028445,45.141484900028445,45.141484900028445,45.141484900028445,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,45.19151539995801,num_3,1.538088700035587,46.75966790004168,46.75966790004168,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
12.1,315,1,1,-1,1,0,2,2,351,46.75966790004168,46.75966790004168,47.260336600011215,47.327048099949025,47.377080200007185,47.377080200007185,47.377080200007185,47.377080200007185,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,47.42723539995495,num_3,0.9267274000449106,48.37806220003404,48.37806220003404,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
15.7,45,1,1,-1,0,0,3,3,55,48.37806220003404,48.37806220003404,48.87856710003689,48.945334199932404,48.99561730003916,48.99561730003916,48.99561730003916,48.99561730003916,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,49.04548510001041,num_1,0.8922274999786168,49.96298670000397,49.96298670000397,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
15.7,45,0,1,-1,-1,0,4,4,181,49.96298670000397,49.96298670000397,50.463453399948776,50.53022349998355,50.58057510002982,50.58057510002982,50.58057510002982,50.58057510002982,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,50.63029490003828,num_1,0.8342629999388009,51.481236599967815,51.481236599967815,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,315,1,1,1,-1,0,5,5,286,51.481236599967815,51.481236599967815,51.98167669994291,52.04844639997464,52.09896390000358,52.09896390000358,52.09896390000358,52.09896390000358,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,52.14847389992792,num_1,71.98052879993338,124.15348999993876,124.15348999993876,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
22.7,45,1,1,1,0,0,6,6,129,124.15348999993876,124.15348999993876,124.65430389996618,124.72102459997404,124.77133090002462,124.77133090002462,124.77133090002462,124.77133090002462,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,124.82120100001339,num_1,0.8606354999355972,125.70527649996802,125.70527649996802,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
15.7,315,0,1,1,1,0,7,7,406,125.70527649996802,125.70527649996802,126.20582809997723,126.2725250000367,126.3230035000015,126.3230035000015,126.3230035000015,126.3230035000015,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,126.37291349994484,num_3,1.5724616000661626,127.97400049993303,127.97400049993303,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
19.6,45,1,1,1,-1,0,8,8,272,127.97400049993303,127.97400049993303,128.47474999993574,128.5414931999985,128.59179830003995,128.59179830003995,128.59179830003995,128.59179830003995,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,128.64150979998522,num_1,2.295715200016275,130.96031220001169,130.96031220001169,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
12.1,45,0,1,-1,-1,0,9,9,180,130.96031220001169,130.96031220001169,131.46135350002442,131.52803619997576,131.57833699998446,131.57833699998446,131.57833699998446,131.57833699998446,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,131.62823549995665,num_1,5.740635400055908,137.40008019993547,137.40008019993547,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,45,0,1,1,-1,0,10,10,259,137.40008019993547,137.40008019993547,137.90113849996123,137.96772509999573,138.01770159997977,138.01770159997977,138.01770159997977,138.01770159997977,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,138.06770949997008,num_3,3.357795500080101,141.454111799947,141.454111799947,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
22.7,315,1,1,1,0,0,11,11,138,141.454111799947,141.454111799947,141.9548933999613,142.0216178999981,142.07188019994646,142.07188019994646,142.07188019994646,142.07188019994646,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,142.12152699998114,num_1,0.9678690999280661,143.10599199996796,143.10599199996796,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,315,0,0,-1,-1,0,12,12,160,143.10599199996796,143.10599199996796,143.60641819995362,143.67337600002065,143.72368279995862,143.72368279995862,143.72368279995862,143.72368279995862,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,143.7734559000237,num_3,0.9551464000251144,144.75741830002517,144.75741830002517,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
15.7,45,0,0,1,-1,0,13,13,217,144.75741830002517,144.75741830002517,145.25795829994604,145.3248978999909,145.37512690003496,145.37512690003496,145.37512690003496,145.37512690003496,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,145.4250981999794,num_3,1.6729501000372693,147.12655939999968,147.12655939999968,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
42.7,45,1,1,1,1,0,14,14,422,147.12655939999968,147.12655939999968,147.62727960001212,147.6939797999803,147.74432699999306,147.74432699999306,147.74432699999306,147.74432699999306,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,147.7941271000309,num_1,6.094804299995303,153.9166287999833,153.9166287999833,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,45,0,1,-1,0,0,15,15,43,153.9166287999833,153.9166287999833,154.41720789996907,154.48406309995335,154.53439059993252,154.53439059993252,154.53439059993252,154.53439059993252,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,154.58417809999082,num_1,5.680535899940878,160.28976059996057,160.28976059996057,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
35.3,45,1,0,1,-1,0,16,16,240,160.28976059996057,160.28976059996057,160.79009140003473,160.8567861999618,160.90712210000493,160.90712210000493,160.90712210000493,160.90712210000493,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,160.9569813000271,num_1,1.2837709999876097,162.25824340002146,162.25824340002146,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
39.2,315,0,1,1,0,0,17,17,124,162.25824340002146,162.25824340002146,162.75869509996846,162.82545989996288,162.87599450000562,162.87599450000562,162.87599450000562,162.87599450000562,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,162.92569099995308,num_1,0.8755390000296757,163.82645589997992,163.82645589997992,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
19.6,315,0,0,-1,-1,0,18,18,155,163.82645589997992,163.82645589997992,164.32693690003362,164.39382280001882,164.44399980001617,164.44399980001617,164.44399980001617,164.44399980001617,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,164.49379430001136,num_1,1.6744810999371111,166.19553070003167,166.19553070003167,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
35.3,45,1,0,1,1,0,19,19,384,166.19553070003167,166.19553070003167,166.6961049999809,166.76300569996238,166.81319849996362,166.81319849996362,166.81319849996362,166.81319849996362,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,166.86305359995458,num_1,1.0815606999676675,167.96407049999107,167.96407049999107,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
22.7,45,0,1,-1,-1,0,20,20,183,167.96407049999107,167.96407049999107,168.4647735999897,168.53136389993597,168.58175220002886,168.58175220002886,168.58175220002886,168.58175220002886,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,168.63139039999805,num_1,2.162004999932833,170.81683000002522,170.81683000002522,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
29.4,315,0,1,1,1,0,21,21,410,170.81683000002522,170.81683000002522,171.3176017999649,171.384307899978,171.4345142999664,171.4345142999664,171.4345142999664,171.4345142999664,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,171.48447259992827,num_1,1.4602936001028866,172.96919490001164,172.96919490001164,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
25.5,45,1,0,1,0,0,22,22,94,172.96919490001164,172.96919490001164,173.46982040000148,173.53624849999323,173.58674429997336,173.58674429997336,173.58674429997336,173.58674429997336,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,173.63660820003133,num_1,4.883941599982791,178.54116759996396,178.54116759996396,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
25.5,315,1,0,-1,-1,0,23,23,175,178.54116759996396,178.54116759996396,179.0419327999698,179.10842870001215,179.1586836000206,179.1586836000206,179.1586836000206,179.1586836000206,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,179.20869629993103,num_1,1.2639487999258563,180.49347949994262,180.49347949994262,None,,16,001,2025-12-23_17h04.53.057,2025C_exp1_detect,2022.2.4,59.83624017087449,
