contrast,ori,lefttarget,righttarget,postcue,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left.started,noise_right.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left.stopped,noise_right.stopped,key_resp.started,postcue_2.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
29.4,45,0,0,1,1,0,0,0,365,60.112346699927,60.112346699927,60.582039299886674,60.64867810020223,60.70795339997858,60.70795339997858,60.70795339997858,60.70795339997858,60.74878130014986,60.74878130014986,60.74878130014986,60.74878130014986,60.74878130014986,60.74878130014986,60.76574689988047,60.76574689988047,60.76574689988047,60.76574689988047,num_1,13.87751969974488,74.66287739994004,74.66287739994004,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
12.1,45,0,0,-1,1,0,1,1,288,74.66287739994004,74.66287739994004,75.16349590010941,75.23034420004115,75.28066200017929,75.28066200017929,75.28066200017929,75.28066200017929,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,75.3303908999078,num_3,2.144236699678004,77.49915709998459,77.49915709998459,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
35.3,315,1,0,-1,0,0,2,2,33,77.49915709998459,77.49915709998459,77.99960040021688,78.06640610005707,78.116694400087,78.116694400087,78.116694400087,78.116694400087,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,78.16647930024192,num_3,0.96360639994964,79.15078520029783,79.15078520029783,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
29.4,45,0,1,1,0,0,3,3,113,79.15078520029783,79.15078520029783,79.65130549995229,79.71804870013148,79.76836680015549,79.76836680015549,79.76836680015549,79.76836680015549,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,79.81811820017174,num_3,2.169012200087309,82.00367280002683,82.00367280002683,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
15.7,45,0,1,-1,1,0,4,4,325,82.00367280002683,82.00367280002683,82.50402610003948,82.57089950004593,82.62091060029343,82.62091060029343,82.62091060029343,82.62091060029343,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,82.67078839987516,num_3,1.9875788995996118,84.68968430021778,84.68968430021778,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
19.6,45,0,1,1,-1,0,5,5,254,84.68968430021778,84.68968430021778,85.19013600004837,85.25691229989752,85.3070348999463,85.3070348999463,85.3070348999463,85.3070348999463,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,85.3569764001295,num_1,0.8932928000576794,86.2743175001815,86.2743175001815,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
22.7,45,1,1,-1,-1,0,6,6,201,86.2743175001815,86.2743175001815,86.77480849996209,86.84171350020915,86.89210919989273,86.89210919989273,86.89210919989273,86.89210919989273,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,86.94187260000035,num_3,0.8207775996997952,87.79258310003206,87.79258310003206,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
25.5,315,0,0,-1,-1,0,7,7,157,87.79258310003206,87.79258310003206,88.2933034999296,88.36002610018477,88.41035250015557,88.41035250015557,88.41035250015557,88.41035250015557,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,88.46016580006108,num_3,1.342830099631101,89.82791280001402,89.82791280001402,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
15.7,45,0,1,1,-1,0,8,8,253,89.82791280001402,89.82791280001402,90.32852610014379,90.39538990007713,90.44556770008057,90.44556770008057,90.44556770008057,90.44556770008057,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,90.49544660001993,num_1,0.6342381997965276,91.14591629989445,91.14591629989445,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
29.4,45,1,0,1,1,0,9,9,383,91.14591629989445,91.14591629989445,91.64678379986435,91.71334849996492,91.76381050003693,91.76381050003693,91.76381050003693,91.76381050003693,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,91.81357400026172,num_3,0.7654569000005722,92.59732179995626,92.59732179995626,None,,1,001,2025-12-16_10h46.44.982,2025C_exp1_detect,2022.2.4,59.929870104094185,
