contrast,ori,lefttarget,righttarget,postcue,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left.started,noise_right.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left.stopped,noise_right.stopped,key_resp.started,postcue_2.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
29.4,45,1,1,-1,1,0,0,0,347,51.67109559988603,51.67109559988603,52.152507399674505,52.21894389996305,52.278144099749625,52.278144099749625,52.278144099749625,52.278144099749625,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,52.31919679977,num_1,0.6849754001013935,53.03672299999744,53.03672299999744,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
22.7,315,1,1,-1,1,0,1,1,354,53.03672299999744,53.03672299999744,53.537317799869925,53.60385059984401,53.65409579966217,53.65409579966217,53.65409579966217,53.65409579966217,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,53.704079200048,num_3,1.1723327999934554,54.90511259995401,54.90511259995401,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
35.3,315,1,0,-1,1,0,2,2,321,54.90511259995401,54.90511259995401,55.40563609963283,55.47265219967812,55.52282639965415,55.52282639965415,55.52282639965415,55.52282639965415,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,55.57251979969442,num_3,0.6322626997716725,56.22324809990823,56.22324809990823,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
35.3,45,1,1,-1,1,0,3,3,348,56.22324809990823,56.22324809990823,56.72350209997967,56.79055029992014,56.84094029990956,56.84094029990956,56.84094029990956,56.84094029990956,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,56.890775399748236,num_1,0.616726600099355,57.52443249989301,57.52443249989301,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
35.3,315,1,1,1,1,0,4,4,429,57.52443249989301,57.52443249989301,58.0250857998617,58.091790499631315,58.141915099695325,58.141915099695325,58.141915099695325,58.141915099695325,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,58.19192669959739,num_3,0.7005217000842094,58.90920399967581,58.90920399967581,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
29.4,45,0,1,-1,-1,0,5,5,185,58.90920399967581,58.90920399967581,59.40978939970955,59.476496999617666,59.52669409988448,59.52669409988448,59.52669409988448,59.52669409988448,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,59.57665029959753,num_3,13.924347400199622,73.52363889990374,73.52363889990374,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
19.6,45,0,1,-1,0,0,6,6,38,73.52363889990374,73.52363889990374,74.02431269967929,74.09103669971228,74.14114800002426,74.14114800002426,74.14114800002426,74.14114800002426,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,74.1909478995949,num_3,1.6051849001087248,75.8258659997955,75.8258659997955,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
22.7,315,1,0,1,-1,0,7,7,246,75.8258659997955,75.8258659997955,76.3267704998143,76.39351329999045,76.44378109974787,76.44378109974787,76.44378109974787,76.44378109974787,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,76.49359269998968,num_3,1.5907062003389,78.11158379958943,78.11158379958943,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
29.4,315,0,0,-1,-1,0,8,8,158,78.11158379958943,78.11158379958943,78.61235759966075,78.67890849988908,78.72933609969914,78.72933609969914,78.72933609969914,78.72933609969914,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,78.77922859974205,num_3,0.7057047998532653,79.51294169994071,79.51294169994071,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
22.7,315,1,0,1,0,0,9,9,102,79.51294169994071,79.51294169994071,80.01344659971073,80.0805895999074,80.1309389998205,80.1309389998205,80.1309389998205,80.1309389998205,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,80.1805602000095,num_3,0.727102099917829,80.93102379981428,80.93102379981428,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
35.3,315,0,0,-1,-1,0,10,10,159,80.93102379981428,80.93102379981428,81.43149059964344,81.49851369997486,81.54869999969378,81.54869999969378,81.54869999969378,81.54869999969378,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,81.598545699846,num_1,0.6775988000445068,82.29907769989222,82.29907769989222,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
42.7,45,1,0,1,1,0,11,11,386,82.29907769989222,82.29907769989222,82.79981759982184,82.86634569987655,82.91685769986361,82.91685769986361,82.91685769986361,82.91685769986361,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,82.96674489974976,num_3,0.46203469997271895,83.45019819959998,83.45019819959998,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
35.3,45,0,0,1,1,0,12,12,366,83.45019819959998,83.45019819959998,83.95075119985268,84.0177099998109,84.06799689959735,84.06799689959735,84.06799689959735,84.06799689959735,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,84.11773839965463,num_3,0.5746461004018784,84.71821429999545,84.71821429999545,None,,2,001,2025-12-16_13h32.10.229,2025C_exp1_detect,2022.2.4,59.87339175150998,
