contrast,ori,lefttarget,righttarget,postcue,precue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix1.started,fix2.started,precue_2.started,precue_2.stopped,left_grating.started,right_grating.started,noise_left.started,noise_right.started,fix1.stopped,fix2.stopped,left_grating.stopped,right_grating.stopped,noise_left.stopped,noise_right.stopped,key_resp.started,postcue_2.started,fix1_2.started,fix2_2.started,key_resp.keys,key_resp.rt,key_resp_2.started,break_text_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
39.2,45,0,1,-1,1,0,0,0,331,17.425857900001574,17.425857900001574,17.898934500000905,17.96577090001665,18.02598870001384,18.02598870001384,18.02598870001384,18.02598870001384,18.06606529999408,18.06606529999408,18.06606529999408,18.06606529999408,18.06606529999408,18.06606529999408,18.082796600006986,18.082796600006986,18.082796600006986,18.082796600006986,num_1,22.20199090000824,40.30485790001694,40.30485790001694,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
12.1,45,1,0,-1,-1,0,1,1,162,40.30485790001694,40.30485790001694,40.80549280002015,40.87185280001722,40.92248599999584,40.92248599999584,40.92248599999584,40.92248599999584,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,40.97233479999704,num_1,3.407982600008836,44.40886140000657,44.40886140000657,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
42.7,45,1,0,-1,0,0,2,2,26,44.40886140000657,44.40886140000657,44.90962900000159,44.976053699996555,45.02663269999903,45.02663269999903,45.02663269999903,45.02663269999903,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,45.076571000012336,num_1,1.215941100002965,46.31078349999734,46.31078349999734,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
29.4,45,1,1,1,0,0,3,3,131,46.31078349999734,46.31078349999734,46.81144059999497,46.87817030001315,46.92836600000737,46.92836600000737,46.92836600000737,46.92836600000737,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,46.97821689999546,num_3,2.376935299980687,49.38049740000861,49.38049740000861,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
39.2,45,0,0,1,-1,0,4,4,223,49.38049740000861,49.38049740000861,49.88107250002213,49.947931600006996,49.99824129999615,49.99824129999615,49.99824129999615,49.99824129999615,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,50.04813070001546,num_3,1.619361499993829,51.69953209999949,51.69953209999949,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
12.1,45,1,0,-1,0,0,5,5,18,51.69953209999949,51.69953209999949,52.2001569000131,52.26689319999423,52.31717560000834,52.31717560000834,52.31717560000834,52.31717560000834,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,52.367045599996345,num_1,2.0452337999886367,54.43544840000686,54.43544840000686,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
42.7,45,1,1,-1,1,0,6,6,350,54.43544840000686,54.43544840000686,54.9362250000122,55.002951900009066,55.05324840001413,55.05324840001413,55.05324840001413,55.05324840001413,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,55.10311990001355,num_3,1.5256125000014435,56.65443520000554,56.65443520000554,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
12.1,315,1,1,1,1,0,7,7,423,56.65443520000554,56.65443520000554,57.15511839999817,57.22164950001752,57.27217360000941,57.27217360000941,57.27217360000941,57.27217360000941,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,57.32203410001239,num_3,1.4331817000056617,58.773184399993625,58.773184399993625,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
12.1,45,0,1,-1,0,0,8,8,36,58.773184399993625,58.773184399993625,59.27389630000107,59.34098020000965,59.39092070001061,59.39092070001061,59.39092070001061,59.39092070001061,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,59.440793400019174,num_3,1.2751751000178047,60.742026399995666,60.742026399995666,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
29.4,45,0,1,-1,-1,0,9,9,185,60.742026399995666,60.742026399995666,61.24265349999769,61.3089808000077,61.35924449999584,61.35924449999584,61.35924449999584,61.35924449999584,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,61.40921850001905,num_3,2.233919899998,63.661320900020655,63.661320900020655,None,,12,001,2025-12-19_15h04.32.050,2025C_exp1_detect,2022.2.4,59.93655116177043,
